Descrição de informações da simulação do page rank por iteração

Iteração 1
IDs presentes na iteraçao anterior e que foram removidos na simulação da iteração atual
DECISION ID | RELATOR | VIRTUAL

RANK | DECISION ID | RELATOR | VIRTUAL | PAGE RANK
 43   | RE 258980 | ILMAR GALVÃO        | N | 0.001561
 44   | MI 529    | CARLOS VELLOSO      | S | 0.001493
 45   | ADI 1918  | MAURÍCIO CORRÊA     | N | 0.001475
 46   | ADI 2448  | SYDNEY SANCHES      | N | 0.001473
 47   | ADI 990   | SYDNEY SANCHES      | N | 0.001318
 48   | MS 23061  | SEPÚLVEDA PERTENCE  | S | 0.001244
 49   | ADI 1893  | CARLOS VELLOSO      | N | 0.001223
 50   | MS 24849  | CELSO DE MELLO      | N | 0.001176
 51   | ADI 3105  | ELLEN GRACIE        | N | 0.001163
 52   | ADI 3322  | GILMAR MENDES       | N | 0.001029
 53   | ADI 508   | SYDNEY SANCHES      | N | 0.001017
 54   | RE 453740 | GILMAR MENDES       | N | 0.001016
 55   | ADI 699   | SYDNEY SANCHES      | S | 0.001015
 56   | ADI 1040  | NÉRI DA SILVEIRA    | N | 0.000981
 57   | RE 298695 | SEPÚLVEDA PERTENCE  | N | 0.000832
 58   | ADI 3826  | EROS GRAU           | N | 0.000795
 59   | RE 376846 | CARLOS VELLOSO      | N | 0.000753
 60   | RE 298694 | SEPÚLVEDA PERTENCE  | N | 0.000743
 61   | ADI 3533  | EROS GRAU           | N | 0.000742
 62   | ADI 1628  | EROS GRAU           | N | 0.000731
 63   | MS 24784  | CARLOS VELLOSO      | N | 0.000721
 64   | ADI 1571  | GILMAR MENDES       | N | 0.000698
 65   | RE 206048 | MARCO AURÉLIO       | N | 0.000655
 66   | RE 571572 | GILMAR MENDES       | N | 0.000652
 67   | IF 2953   | MARCO AURÉLIO       | S | 0.000650
 68   | HC 81611  | SEPÚLVEDA PERTENCE  | N | 0.000637
 69   | ADI 2050  | MAURÍCIO CORRÊA     | N | 0.000625
 70   | ADI 1141  | ELLEN GRACIE        | N | 0.000624
 71   | RE 141190 | ILMAR GALVÃO        | N | 0.000599
 72   | ADI 1949  | DIAS TOFFOLI        | N | 0.000593
 73   | ADI 2242  | MOREIRA ALVES       | N | 0.000590
 74   | ADI 2847  | CARLOS VELLOSO      | N | 0.000570
 75   | ADI 1901  | ILMAR GALVÃO        | N | 0.000563
 76   | MS 24138  | GILMAR MENDES       | N | 0.000547
 77   | RE 346084 | ILMAR GALVÃO        | N | 0.000541
 78   | ADI 3128  | ELLEN GRACIE        | N | 0.000533
 79   | MS 24958  | MARCO AURÉLIO       | N | 0.000522
 80   | ADI 2690  | GILMAR MENDES       | N | 0.000514
 81   | ADI 2615  | EROS GRAU           | N | 0.000508
 82   | ADI 1879  | JOAQUIM BARBOSA     | N | 0.000506
 83   | ADI 2220  | CÁRMEN LÚCIA        | N | 0.000499
 84   | HC 81231  | NÉRI DA SILVEIRA    | N | 0.000498
 85   | RHC 81796 | NÉRI DA SILVEIRA    | N | 0.000498
 86   | HC 81162  | MOREIRA ALVES       | N | 0.000498
 87   | ADI 1654  | MAURÍCIO CORRÊA     | N | 0.000498
 88   | RE 279872 | SEPÚLVEDA PERTENCE  | N | 0.000498
 89   | RE 237718 | SEPÚLVEDA PERTENCE  | N | 0.000485
 90   | ADI 305   | MAURÍCIO CORRÊA     | N | 0.000469
 91   | ADI 2158  | DIAS TOFFOLI        | N | 0.000459
 92   | ADI 1980  | CEZAR PELUSO        | N | 0.000452
 93   | RE 325822 | ILMAR GALVÃO        | N | 0.000438
 94   | ADI 2874  | MARCO AURÉLIO       | N | 0.000430
 95   | MI 721    | MARCO AURÉLIO       | N | 0.000426
 96   | RE 377457 | GILMAR MENDES       | N | 0.000425
 97   | ADI 2031  | ELLEN GRACIE        | N | 0.000420
 98   | ADI 2682  | GILMAR MENDES       | N | 0.000409
 99   | ADI 3847  | GILMAR MENDES       | N | 0.000397
 100  | RE 290079 | ILMAR GALVÃO        | N | 0.000391


Iteração 2
IDs presentes na iteraçao anterior e que foram removidos na simulação da iteração atual
DECISION ID | RELATOR | VIRTUAL
 HC 83168  | SEPÚLVEDA PERTENCE  | N
 ADI 2732  | DIAS TOFFOLI        | N
 RE 317903 | SEPÚLVEDA PERTENCE  | N
 EXT 803   | NELSON JOBIM        | N
 MS 30822  | RICARDO LEWANDOWSKI | N
 ADI 2448  | SYDNEY SANCHES      | N
 ADI 1879  | JOAQUIM BARBOSA     | N
 ADI 2220  | CÁRMEN LÚCIA        | N
 RHC 81796 | NÉRI DA SILVEIRA    | N
 RE 279872 | SEPÚLVEDA PERTENCE  | N

RANK | DECISION ID | RELATOR | VIRTUAL | PAGE RANK
 1    | RE 346084 | ILMAR GALVÃO        | N | 0.199677
 2    | RE 272872 | ILMAR GALVÃO        | N | 0.157668
 3    | ADI 1571  | GILMAR MENDES       | N | 0.079794
 4    | ADI 2602  | JOAQUIM BARBOSA     | N | 0.051206
 5    | ADI 1595  | EROS GRAU           | S | 0.043937
 6    | HC 81611  | SEPÚLVEDA PERTENCE  | N | 0.040077
 7    | RE 396266 | CARLOS VELLOSO      | N | 0.022174
 8    | ADI 1646  | GILMAR MENDES       | N | 0.022084
 9    | HC 81260  | SEPÚLVEDA PERTENCE  | N | 0.011391
 10   | HC 81261  | SEPÚLVEDA PERTENCE  | S | 0.011334
 11   | RE 484770 | SEPÚLVEDA PERTENCE  | N | 0.009654
 12   | RE 458110 | MARCO AURÉLIO       | N | 0.009653
 13   | ADI 1901  | ILMAR GALVÃO        | N | 0.009026
 14   | ADI 2050  | MAURÍCIO CORRÊA     | N | 0.006031
 15   | RE 557542 | RICARDO LEWANDOWSKI | S | 0.003725
 16   | ADI 678   | CARLOS VELLOSO      | N | 0.003132
 17   | ADI 1628  | EROS GRAU           | N | 0.003010
 18   | ADI 1914  | CEZAR PELUSO        | N | 0.003003
 19   | ADI 1991  | EROS GRAU           | N | 0.002412
 20   | ADI 1399  | MAURÍCIO CORRÊA     | N | 0.002406
 21   | RE 416827 | GILMAR MENDES       | S | 0.002376
 22   | RE 415454 | GILMAR MENDES       | N | 0.002369
 23   | ADI 703   | ELLEN GRACIE        | N | 0.002348
 24   | HC 85452  | EROS GRAU           | N | 0.002324
 25   | HC 85273  | CEZAR PELUSO        | S | 0.002319
 26   | ADI 544   | CARLOS VELLOSO      | N | 0.002117
 27   | ADI 144   | GILMAR MENDES       | N | 0.002113
 28   | ADI 559   | EROS GRAU           | N | 0.002106
 29   | HC 80837  | CELSO DE MELLO      | N | 0.001980
 30   | HC 80721  | NÉRI DA SILVEIRA    | N | 0.001978
 31   | ADI 1942  | EDSON FACHIN        | N | 0.001628
 32   | ADI 2424  | GILMAR MENDES       | N | 0.001627
 33   | ADI 743   | ELLEN GRACIE        | N | 0.001567
 34   | RE 258980 | ILMAR GALVÃO        | N | 0.001563
 35   | ADI 2655  | ELLEN GRACIE        | N | 0.001487
 36   | ADI 2078  | GILMAR MENDES       | N | 0.001484
 37   | RCL 5758  | CÁRMEN LÚCIA        | N | 0.001355
 38   | ADI 347   | JOAQUIM BARBOSA     | N | 0.001353
 39   | ADI 1918  | MAURÍCIO CORRÊA     | N | 0.001274
 40   | ADI 1623  | JOAQUIM BARBOSA     | N | 0.001273
 41   | ADI 1472  | ILMAR GALVÃO        | N | 0.001272
 42   | ADI 3322  | GILMAR MENDES       | N | 0.001167
 43   | MS 24847  | CELSO DE MELLO      | S | 0.001119
 44   | MS 24848  | CELSO DE MELLO      | S | 0.001119
 45   | MS 24845  | CELSO DE MELLO      | S | 0.001119
 46   | RE 453740 | GILMAR MENDES       | N | 0.001077
 47   | ADI 554   | EROS GRAU           | N | 0.001054
 48   | ADI 3105  | ELLEN GRACIE        | N | 0.001047
 49   | MS 23061  | SEPÚLVEDA PERTENCE  | S | 0.001016
 50   | ADI 1903  | RICARDO LEWANDOWSKI | N | 0.000866
 51   | ADI 1921  | CARLOS VELLOSO      | N | 0.000866
 52   | MS 24849  | CELSO DE MELLO      | N | 0.000843
 53   | RE 298695 | SEPÚLVEDA PERTENCE  | N | 0.000831
 54   | ADI 3533  | EROS GRAU           | N | 0.000818
 55   | RE 376846 | CARLOS VELLOSO      | N | 0.000786
 56   | MS 24784  | CARLOS VELLOSO      | N | 0.000786
 57   | ADI 1893  | CARLOS VELLOSO      | N | 0.000782
 58   | ADI 3826  | EROS GRAU           | N | 0.000741
 59   | RE 298694 | SEPÚLVEDA PERTENCE  | N | 0.000709
 60   | ADI 1040  | NÉRI DA SILVEIRA    | N | 0.000708
 61   | ADI 1949  | DIAS TOFFOLI        | N | 0.000693
 62   | ADI 508   | SYDNEY SANCHES      | N | 0.000678
 63   | RE 206048 | MARCO AURÉLIO       | N | 0.000677
 64   | ADI 699   | SYDNEY SANCHES      | S | 0.000676
 65   | ADI 1856  | CELSO DE MELLO      | N | 0.000669
 66   | ADI 2225  | DIAS TOFFOLI        | N | 0.000662
 67   | RE 571572 | GILMAR MENDES       | N | 0.000658
 68   | ADI 1281  | MAURÍCIO CORRÊA     | N | 0.000632
 69   | RE 141190 | ILMAR GALVÃO        | N | 0.000614
 70   | ADI 1141  | ELLEN GRACIE        | N | 0.000593
 71   | ADI 2242  | MOREIRA ALVES       | N | 0.000588
 72   | ADI 2615  | EROS GRAU           | N | 0.000583
 73   | ADI 2847  | CARLOS VELLOSO      | N | 0.000570
 74   | ADI 3128  | ELLEN GRACIE        | N | 0.000548
 75   | MS 24958  | MARCO AURÉLIO       | N | 0.000537
 76   | ADI 2690  | GILMAR MENDES       | N | 0.000529
 77   | ADI 2514  | EROS GRAU           | N | 0.000501
 78   | ADI 3847  | GILMAR MENDES       | N | 0.000484
 79   | ADI 1642  | EROS GRAU           | N | 0.000481
 80   | RE 237718 | SEPÚLVEDA PERTENCE  | N | 0.000456
 81   | RE 377457 | GILMAR MENDES       | N | 0.000455
 82   | ADI 1980  | CEZAR PELUSO        | N | 0.000434
 83   | MI 721    | MARCO AURÉLIO       | N | 0.000428
 84   | ADI 305   | MAURÍCIO CORRÊA     | N | 0.000418
 85   | RE 325822 | ILMAR GALVÃO        | N | 0.000413
 86   | ADI 2874  | MARCO AURÉLIO       | N | 0.000404
 87   | RE 418918 | ELLEN GRACIE        | N | 0.000385
 88   | ADI 4369  | MARCO AURÉLIO       | N | 0.000378
 89   | MS 24138  | GILMAR MENDES       | N | 0.000377
 90   | ADI 2682  | GILMAR MENDES       | N | 0.000375
 91   | RE 558258 | RICARDO LEWANDOWSKI | N | 0.000374
 92   | RE 290079 | ILMAR GALVÃO        | N | 0.000372
 93   | ADC 4     | SYDNEY SANCHES      | N | 0.000365
 94   | ADI 3305  | EROS GRAU           | N | 0.000362
 95   | RE 313382 | MAURÍCIO CORRÊA     | N | 0.000350
 96   | ADI 1007  | EROS GRAU           | N | 0.000342
 97   | ADI 2158  | DIAS TOFFOLI        | N | 0.000341
 98   | RE 567454 | CARLOS BRITTO       | N | 0.000340
 99   | ADI 990   | SYDNEY SANCHES      | N | 0.000339
 100  | HC 81162  | MOREIRA ALVES       | N | 0.000339


Iteração 3
IDs presentes na iteraçao anterior e que foram removidos na simulação da iteração atual
DECISION ID | RELATOR | VIRTUAL
 RE 415454 | GILMAR MENDES    | N
 HC 80721  | NÉRI DA SILVEIRA | N
 RE 258980 | ILMAR GALVÃO     | N
 ADI 4369  | MARCO AURÉLIO    | N
 MS 24138  | GILMAR MENDES    | N
 HC 81162  | MOREIRA ALVES    | N

RANK | DECISION ID | RELATOR | VIRTUAL | PAGE RANK
 1    | RE 272872 | ILMAR GALVÃO        | N | 0.320716
 2    | ADI 2602  | JOAQUIM BARBOSA     | N | 0.092032
 3    | RE 396266 | CARLOS VELLOSO      | N | 0.039334
 4    | RE 418416 | SEPÚLVEDA PERTENCE  | N | 0.028343
 5    | HC 83168  | SEPÚLVEDA PERTENCE  | N | 0.028310
 6    | HC 81260  | SEPÚLVEDA PERTENCE  | N | 0.024678
 7    | HC 81261  | SEPÚLVEDA PERTENCE  | S | 0.024618
 8    | ADI 1991  | EROS GRAU           | N | 0.019273
 9    | ADI 1399  | MAURÍCIO CORRÊA     | N | 0.019256
 10   | RE 423768 | MARCO AURÉLIO       | N | 0.013593
 11   | ADI 2732  | DIAS TOFFOLI        | N | 0.013575
 12   | ADI 678   | CARLOS VELLOSO      | N | 0.009886
 13   | RE 557542 | RICARDO LEWANDOWSKI | S | 0.007482
 14   | ADI 703   | ELLEN GRACIE        | N | 0.007416
 15   | RE 484770 | SEPÚLVEDA PERTENCE  | N | 0.005968
 16   | RE 458110 | MARCO AURÉLIO       | N | 0.005965
 17   | ADI 743   | ELLEN GRACIE        | N | 0.004944
 18   | RE 317903 | SEPÚLVEDA PERTENCE  | N | 0.004876
 19   | ADI 544   | CARLOS VELLOSO      | N | 0.004556
 20   | ADI 144   | GILMAR MENDES       | N | 0.004551
 21   | ADI 559   | EROS GRAU           | N | 0.004542
 22   | HC 85601  | CEZAR PELUSO        | N | 0.003742
 23   | EXT 803   | NELSON JOBIM        | N | 0.003459
 24   | HC 81939  | SEPÚLVEDA PERTENCE  | N | 0.003455
 25   | ADI 1918  | MAURÍCIO CORRÊA     | N | 0.002842
 26   | ADI 1623  | JOAQUIM BARBOSA     | N | 0.002842
 27   | ADI 1472  | ILMAR GALVÃO        | N | 0.002841
 28   | HC 84998  | MARCO AURÉLIO       | N | 0.002807
 29   | RCL 5758  | CÁRMEN LÚCIA        | N | 0.002721
 30   | ADI 347   | JOAQUIM BARBOSA     | N | 0.002710
 31   | ADI 554   | EROS GRAU           | N | 0.002272
 32   | ADI 1903  | RICARDO LEWANDOWSKI | N | 0.002246
 33   | ADI 1921  | CARLOS VELLOSO      | N | 0.002245
 34   | ADI 2655  | ELLEN GRACIE        | N | 0.002163
 35   | ADI 2078  | GILMAR MENDES       | N | 0.002161
 36   | MS 24847  | CELSO DE MELLO      | S | 0.002109
 37   | MS 24848  | CELSO DE MELLO      | S | 0.002109
 38   | MS 24845  | CELSO DE MELLO      | S | 0.002109
 39   | MS 30822  | RICARDO LEWANDOWSKI | N | 0.002041
 40   | MI 529    | CARLOS VELLOSO      | S | 0.002041
 41   | HC 90684  | CEZAR PELUSO        | N | 0.001872
 42   | ADI 1040  | NÉRI DA SILVEIRA    | N | 0.001803
 43   | ADI 990   | SYDNEY SANCHES      | N | 0.001743
 44   | MS 23061  | SEPÚLVEDA PERTENCE  | S | 0.001701
 45   | ADI 1893  | CARLOS VELLOSO      | N | 0.001698
 46   | MS 24849  | CELSO DE MELLO      | N | 0.001585
 47   | ADI 508   | SYDNEY SANCHES      | N | 0.001356
 48   | ADI 699   | SYDNEY SANCHES      | S | 0.001354
 49   | ADI 3322  | GILMAR MENDES       | N | 0.001229
 50   | ADI 3826  | EROS GRAU           | N | 0.001080
 51   | RE 453740 | GILMAR MENDES       | N | 0.000963
 52   | RE 298694 | SEPÚLVEDA PERTENCE  | N | 0.000877
 53   | RE 346084 | ILMAR GALVÃO        | N | 0.000846
 54   | ADI 3533  | EROS GRAU           | N | 0.000816
 55   | ADI 2615  | EROS GRAU           | N | 0.000707
 56   | ADI 1571  | GILMAR MENDES       | N | 0.000694
 57   | HC 81231  | NÉRI DA SILVEIRA    | N | 0.000681
 58   | RHC 81796 | NÉRI DA SILVEIRA    | N | 0.000681
 59   | ADI 1654  | MAURÍCIO CORRÊA     | N | 0.000681
 60   | RE 279872 | SEPÚLVEDA PERTENCE  | N | 0.000681
 61   | RE 571572 | GILMAR MENDES       | N | 0.000669
 62   | HC 81611  | SEPÚLVEDA PERTENCE  | N | 0.000644
 63   | IF 2953   | MARCO AURÉLIO       | S | 0.000642
 64   | ADI 1691  | MOREIRA ALVES       | N | 0.000587
 65   | RE 298695 | SEPÚLVEDA PERTENCE  | N | 0.000543
 66   | ADI 3105  | ELLEN GRACIE        | N | 0.000489
 67   | ADI 2158  | DIAS TOFFOLI        | N | 0.000486
 68   | MI 721    | MARCO AURÉLIO       | N | 0.000476
 69   | RE 377457 | GILMAR MENDES       | N | 0.000457
 70   | ADI 3847  | GILMAR MENDES       | N | 0.000450
 71   | RE 255858 | ILMAR GALVÃO        | N | 0.000439
 72   | HC 82959  | MARCO AURÉLIO       | N | 0.000418
 73   | RE 290079 | ILMAR GALVÃO        | N | 0.000381
 74   | ADI 2682  | GILMAR MENDES       | N | 0.000376
 75   | RE 558258 | RICARDO LEWANDOWSKI | N | 0.000374
 76   | ADI 1980  | CEZAR PELUSO        | N | 0.000353
 77   | EXT 814   | MOREIRA ALVES       | N | 0.000349
 78   | RE 418918 | ELLEN GRACIE        | N | 0.000349
 79   | EXT 793   | MAURÍCIO CORRÊA     | N | 0.000347
 80   | RCL 7569  | ELLEN GRACIE        | N | 0.000343
 81   | RE 313382 | MAURÍCIO CORRÊA     | N | 0.000340
 82   | ADI 1007  | EROS GRAU           | N | 0.000338
 83   | ADC 4     | SYDNEY SANCHES      | N | 0.000336
 84   | RE 567454 | CARLOS BRITTO       | N | 0.000334
 85   | HC 85185  | CEZAR PELUSO        | N | 0.000323
 86   | ADI 3305  | EROS GRAU           | N | 0.000323
 87   | ADI 1141  | ELLEN GRACIE        | N | 0.000312
 88   | RE 381964 | GILMAR MENDES       | S | 0.000305
 89   | RE 564354 | CÁRMEN LÚCIA        | N | 0.000281
 90   | RE 351750 | MARCO AURÉLIO       | N | 0.000279
 91   | RE 420816 | CARLOS VELLOSO      | N | 0.000278
 92   | RE 563965 | CÁRMEN LÚCIA        | N | 0.000270
 93   | RE 419075 | MARCO AURÉLIO       | N | 0.000265
 94   | HC 86712  | EROS GRAU           | N | 0.000253
 95   | RE 388359 | MARCO AURÉLIO       | N | 0.000249
 96   | RE 347825 | ELLEN GRACIE        | N | 0.000246
 97   | ADC 16    | CEZAR PELUSO        | N | 0.000246
 98   | RE 410778 | GILMAR MENDES       | N | 0.000241
 99   | HC 109956 | MARCO AURÉLIO       | N | 0.000232
 100  | ADI 2031  | ELLEN GRACIE        | N | 0.000231


Iteração 4
IDs presentes na iteraçao anterior e que foram removidos na simulação da iteração atual
DECISION ID | RELATOR | VIRTUAL
 ADI 2602  | JOAQUIM BARBOSA    | N
 RE 423768 | MARCO AURÉLIO      | N
 RE 484770 | SEPÚLVEDA PERTENCE | N
 RE 317903 | SEPÚLVEDA PERTENCE | N
 MI 721    | MARCO AURÉLIO      | N
 EXT 793   | MAURÍCIO CORRÊA    | N
 RCL 7569  | ELLEN GRACIE       | N
 ADI 3305  | EROS GRAU          | N
 RE 410778 | GILMAR MENDES      | N

RANK | DECISION ID | RELATOR | VIRTUAL | PAGE RANK
 1    | RE 272872 | ILMAR GALVÃO        | N | 0.256992
 2    | ADI 1571  | GILMAR MENDES       | N | 0.096900
 3    | ADI 1595  | EROS GRAU           | S | 0.068232
 4    | HC 81611  | SEPÚLVEDA PERTENCE  | N | 0.048583
 5    | RE 396266 | CARLOS VELLOSO      | N | 0.034736
 6    | ADI 1646  | GILMAR MENDES       | N | 0.034229
 7    | RE 418416 | SEPÚLVEDA PERTENCE  | N | 0.021760
 8    | HC 83168  | SEPÚLVEDA PERTENCE  | N | 0.021728
 9    | HC 81260  | SEPÚLVEDA PERTENCE  | N | 0.017873
 10   | HC 81261  | SEPÚLVEDA PERTENCE  | S | 0.017819
 11   | ADI 1991  | EROS GRAU           | N | 0.014443
 12   | ADI 1399  | MAURÍCIO CORRÊA     | N | 0.014420
 13   | ADI 678   | CARLOS VELLOSO      | N | 0.009561
 14   | ADI 703   | ELLEN GRACIE        | N | 0.007170
 15   | RE 557542 | RICARDO LEWANDOWSKI | S | 0.005925
 16   | ADI 743   | ELLEN GRACIE        | N | 0.004782
 17   | HC 85601  | CEZAR PELUSO        | N | 0.004473
 18   | ADI 544   | CARLOS VELLOSO      | N | 0.003471
 19   | ADI 144   | GILMAR MENDES       | N | 0.003466
 20   | ADI 559   | EROS GRAU           | N | 0.003456
 21   | HC 84998  | MARCO AURÉLIO       | N | 0.003357
 22   | HC 80837  | CELSO DE MELLO      | N | 0.002889
 23   | HC 80721  | NÉRI DA SILVEIRA    | N | 0.002888
 24   | ADI 1472  | ILMAR GALVÃO        | N | 0.002866
 25   | EXT 803   | NELSON JOBIM        | N | 0.002622
 26   | HC 81939  | SEPÚLVEDA PERTENCE  | N | 0.002618
 27   | HC 90684  | CEZAR PELUSO        | N | 0.002237
 28   | ADI 347   | JOAQUIM BARBOSA     | N | 0.002215
 29   | RCL 5758  | CÁRMEN LÚCIA        | N | 0.002155
 30   | ADI 990   | SYDNEY SANCHES      | N | 0.002059
 31   | ADI 554   | EROS GRAU           | N | 0.001728
 32   | ADI 1623  | JOAQUIM BARBOSA     | N | 0.001721
 33   | MS 24847  | CELSO DE MELLO      | S | 0.001683
 34   | MS 24848  | CELSO DE MELLO      | S | 0.001683
 35   | MS 24845  | CELSO DE MELLO      | S | 0.001683
 36   | MS 30822  | RICARDO LEWANDOWSKI | N | 0.001617
 37   | MI 529    | CARLOS VELLOSO      | S | 0.001617
 38   | ADI 1918  | MAURÍCIO CORRÊA     | N | 0.001531
 39   | ADI 2448  | SYDNEY SANCHES      | N | 0.001528
 40   | ADI 1903  | RICARDO LEWANDOWSKI | N | 0.001507
 41   | ADI 1921  | CARLOS VELLOSO      | N | 0.001506
 42   | ADI 2280  | JOAQUIM BARBOSA     | N | 0.001387
 43   | ADI 1893  | CARLOS VELLOSO      | N | 0.001333
 44   | MS 24849  | CELSO DE MELLO      | N | 0.001265
 45   | ADI 2655  | ELLEN GRACIE        | N | 0.001197
 46   | ADI 2078  | GILMAR MENDES       | N | 0.001195
 47   | ADI 508   | SYDNEY SANCHES      | N | 0.001109
 48   | ADI 699   | SYDNEY SANCHES      | S | 0.001107
 49   | MS 23061  | SEPÚLVEDA PERTENCE  | S | 0.001078
 50   | RE 453740 | GILMAR MENDES       | N | 0.001066
 51   | ADI 2267  | MAURÍCIO CORRÊA     | N | 0.001040
 52   | ADI 3322  | GILMAR MENDES       | N | 0.001002
 53   | ADI 1040  | NÉRI DA SILVEIRA    | N | 0.000999
 54   | ADI 3105  | ELLEN GRACIE        | N | 0.000874
 55   | RE 258980 | ILMAR GALVÃO        | N | 0.000863
 56   | ADI 3533  | EROS GRAU           | N | 0.000725
 57   | ADI 2269  | EROS GRAU           | N | 0.000693
 58   | IF 2953   | MARCO AURÉLIO       | S | 0.000640
 59   | RE 571572 | GILMAR MENDES       | N | 0.000639
 60   | ADI 3826  | EROS GRAU           | N | 0.000598
 61   | RE 346084 | ILMAR GALVÃO        | N | 0.000577
 62   | RE 418918 | ELLEN GRACIE        | N | 0.000549
 63   | HC 81231  | NÉRI DA SILVEIRA    | N | 0.000539
 64   | RHC 81796 | NÉRI DA SILVEIRA    | N | 0.000539
 65   | HC 81162  | MOREIRA ALVES       | N | 0.000539
 66   | ADI 1654  | MAURÍCIO CORRÊA     | N | 0.000539
 67   | ADI 1882  | GILMAR MENDES       | N | 0.000539
 68   | RE 279872 | SEPÚLVEDA PERTENCE  | N | 0.000539
 69   | RE 298694 | SEPÚLVEDA PERTENCE  | N | 0.000509
 70   | ADI 2158  | DIAS TOFFOLI        | N | 0.000504
 71   | ADI 1980  | CEZAR PELUSO        | N | 0.000494
 72   | ADI 2615  | EROS GRAU           | N | 0.000481
 73   | ADI 2031  | ELLEN GRACIE        | N | 0.000419
 74   | ADI 1141  | ELLEN GRACIE        | N | 0.000413
 75   | ADI 2682  | GILMAR MENDES       | N | 0.000394
 76   | RE 377457 | GILMAR MENDES       | N | 0.000388
 77   | RE 290079 | ILMAR GALVÃO        | N | 0.000384
 78   | ADI 2024  | SEPÚLVEDA PERTENCE  | N | 0.000384
 79   | RE 558258 | RICARDO LEWANDOWSKI | N | 0.000376
 80   | ADI 3847  | GILMAR MENDES       | N | 0.000373
 81   | ADC 4     | SYDNEY SANCHES      | N | 0.000364
 82   | MI 758    | MARCO AURÉLIO       | N | 0.000350
 83   | ADI 2275  | MAURÍCIO CORRÊA     | N | 0.000347
 84   | ADI 1007  | EROS GRAU           | N | 0.000335
 85   | RE 567454 | CARLOS BRITTO       | N | 0.000333
 86   | ADI 2055  | MOREIRA ALVES       | S | 0.000333
 87   | HC 82959  | MARCO AURÉLIO       | N | 0.000331
 88   | RE 318644 | ILMAR GALVÃO        | S | 0.000319
 89   | MS 24784  | CARLOS VELLOSO      | N | 0.000315
 90   | ADI 1691  | MOREIRA ALVES       | N | 0.000310
 91   | ADI 4369  | MARCO AURÉLIO       | N | 0.000299
 92   | RE 419075 | MARCO AURÉLIO       | N | 0.000293
 93   | ADI 1628  | EROS GRAU           | N | 0.000292
 94   | RE 313382 | MAURÍCIO CORRÊA     | N | 0.000290
 95   | RE 347825 | ELLEN GRACIE        | N | 0.000290
